run_file,run_id,condition_id,topic_id,run_number,round_number,turn_in_round,agent_name,turn_id,civility,relevance,logical_consistency,argument_strength,document_grounding,responsiveness,stance_differentiation,composite
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,7,5,Die Linke,f1aa28f1-6dbb-4789-83b8-bbc70e0533ec,4,4,4,4,3,3,3,3.571
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,7,6,AfD,2227b29f-868b-4fed-986a-47d312d6d061,4,4,4,3,3,2,4,3.429
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,8,1,CDU/CSU,124da641-6551-48ff-8bf3-199cf93f645d,4,4,4,4,3,4,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,8,2,SPD,ec77ed85-c6ee-452d-a846-446e6965419e,4,4,4,4,4,4,3,3.857
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,8,3,Bündnis 90/Die Grünen,4a8f7a6f-ef8c-4b6d-b0fa-9f9f9b71a1f4,4,4,4,4,4,4,3,3.857
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,8,4,FDP,3c8063bf-3ed6-4c5d-8113-8733680bb7f3,4,4,4,4,3,4,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,8,5,Die Linke,793a849b-66fa-4d0f-88cf-ad0aedd64261,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,8,6,AfD,7351fcd0-f567-4a5a-acf6-9313252e5faa,4,4,4,3,3,4,3,3.571
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,9,1,CDU/CSU,b08b88c5-de25-45af-9e0b-cc0e20afd586,4,4,4,4,3,4,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,9,2,SPD,0b43120e-dfb1-441b-95c5-7385c62d67a5,4,4,4,4,3,4,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,9,3,Bündnis 90/Die Grünen,cd878879-50f1-4bc7-bf72-16269bf9c34d,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,9,4,FDP,dd06f49f-70cd-407d-bbc5-afd1c80eb99d,4,4,4,4,3,3,3,3.571
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,9,5,Die Linke,5a55adbb-4971-4ce9-8677-e19b81bde83e,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,9,6,AfD,31e2b2f5-6002-4a5a-873a-4fc93304f89e,4,4,4,3,3,2,5,3.571
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,10,1,CDU/CSU,709a754e-0132-4964-8c7f-517eff13cfb5,4,4,4,3,3,3,3,3.429
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,10,2,SPD,dfa9adc0-c88d-4593-98e2-3bf0b3356958,4,4,4,4,3,3,3,3.571
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,10,3,Bündnis 90/Die Grünen,94f2267f-8a7a-48f3-8825-af3388017d96,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,10,4,FDP,7c669ce5-3bd7-4417-9f93-1d9455bf3bf8,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,10,5,Die Linke,b86b6f7e-067e-4f84-a432-f9f6fd0a1d5f,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_03_20260706_184109.json,72cbdbbb-bac3-43b8-93af-206e8860ad84,baseline_3,migrationspolitik,3,10,6,AfD,925a07ae-3bef-4360-a389-feb89dc25e8e,4,4,4,3,3,2,4,3.429
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,1,1,CDU/CSU,a439bc1f-856d-4bd4-b5ad-423153d75cb4,4,4,4,4,4,1,4,3.571
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,1,2,SPD,1fb8eaf0-6342-4edd-aa19-0a2d1f4d4aa3,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,1,3,Bündnis 90/Die Grünen,2470e734-29cb-4407-8432-3f9baa9f1e79,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,1,4,FDP,fcd90044-96ed-44db-a2d3-0b2329fd9bad,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,1,5,Die Linke,defe575d-3b46-4291-a45b-20ffc9a068d3,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,1,6,AfD,153b9cdf-932c-41f6-9f62-5a4f8b716052,2,4,4,3,3,2,5,3.286
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,2,1,CDU/CSU,bf1c0a75-70a3-45fe-8ac2-3755e28265ca,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,2,2,SPD,7428e25e-2b7f-40dd-9cdc-5036a03c34aa,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,2,3,Bündnis 90/Die Grünen,cce81b3b-cc79-4b57-be50-8c93448b4a5b,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,2,4,FDP,d640467b-b027-4db1-a932-ff2ffb312856,4,4,4,4,3,4,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,2,5,Die Linke,4201b09c-6987-4003-9770-cde0c423f58e,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,2,6,AfD,ec5ffbb2-17c7-4011-940d-c5976e66ad9c,3,4,4,3,3,2,5,3.429
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,3,1,CDU/CSU,9272cddd-406f-40b5-8b9a-cd7754947476,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,3,2,SPD,170b3cf5-b5a7-4010-82a8-a1513d64e249,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,3,3,Bündnis 90/Die Grünen,3d21e688-4975-4bbb-8704-31b9225129d2,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,3,4,FDP,cc2fbf26-8c06-4f93-8cc1-c65ab52f8e08,4,5,4,4,3,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,3,5,Die Linke,e23c70b5-b13d-46a6-bb27-e4e332a5d8b7,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,3,6,AfD,a13b5550-7125-4f99-a740-e08cc2497751,4,4,3,3,2,2,4,3.143
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,4,1,CDU/CSU,aa6856bf-df6c-4898-ab00-e2a34e89171e,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,4,2,SPD,3256b36d-138d-4b27-8042-528fc9e1d69d,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,4,3,Bündnis 90/Die Grünen,08739de6-d71c-4cf5-a833-5fe9e6804bfb,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,4,4,FDP,e0338724-922b-4066-8e75-25912c5970e7,4,5,4,4,4,3,3,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,4,5,Die Linke,be8f90b8-58cf-45a5-b603-293bd7d76850,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,4,6,AfD,4c70c079-bf0a-4a79-be44-e62a9e9787e9,3,4,4,3,3,2,5,3.429
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,5,1,CDU/CSU,0e91eb8e-d461-4f83-9c1d-21c590dd4c4a,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,5,2,SPD,69449758-92c1-4954-9515-f8fe6c8af7c9,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,5,3,Bündnis 90/Die Grünen,1b94f71f-14fc-4fa6-9f8d-44745cf2bd43,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,5,4,FDP,f60a490e-d6df-4404-81cb-e927cbca8521,4,4,4,4,3,3,3,3.571
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,5,5,Die Linke,489dd711-3393-4e3a-8b01-3f862c0235b1,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,5,6,AfD,148e10ac-03d1-47e7-8c41-bcc84815af40,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,6,1,CDU/CSU,f357cf37-c243-4d36-871c-82857135aab2,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,6,2,SPD,5583b806-d31c-4a48-96f9-08a736348def,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,6,3,Bündnis 90/Die Grünen,d0bbf702-3390-4fd2-ba2b-c3b3abd86cba,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,6,4,FDP,9aee6f13-05ae-4589-9fa2-b4cd8c660a5d,4,4,4,4,3,3,3,3.571
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,6,5,Die Linke,271e0828-094c-4b6a-b2e4-7e98f358f7c9,4,4,4,4,3,3,3,3.571
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,6,6,AfD,1f0a8fef-341c-4220-a3ba-eebd7c559560,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,7,1,CDU/CSU,bfbb7fe2-2850-416a-8621-e227d08797da,4,4,4,4,3,2,3,3.429
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,7,2,SPD,c5064503-e21f-442c-8b19-13c230d317b8,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,7,3,Bündnis 90/Die Grünen,bb9afe30-b542-4368-84b4-97a707c856e3,4,3,3,3,4,2,3,3.143
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,7,4,FDP,8dafd0f7-5af8-43ec-9de5-b6050d73a3e0,4,4,4,4,3,2,3,3.429
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,7,5,Die Linke,5cd9398f-e580-4e66-b955-28076ba5e5bc,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,7,6,AfD,9a762e26-4f6b-4c52-adae-94add0ec4a08,4,4,4,3,3,2,4,3.429
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,8,1,CDU/CSU,57a8793e-fd42-4012-b5fd-299bb3bad4b2,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,8,2,SPD,461bcb6e-7a84-41c8-b259-d7ae06ee1006,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,8,3,Bündnis 90/Die Grünen,da0ffd2e-bb8e-4974-bfbe-3e295f83d1ed,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,8,4,FDP,d3308812-2d42-4c7d-9abd-ee34510cde5c,4,4,4,4,3,2,3,3.429
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,8,5,Die Linke,d4d15ce3-d585-4969-ab4f-8b1fb5a2a89b,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,8,6,AfD,6716b307-efb6-4a30-b239-e4855293066c,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,9,1,CDU/CSU,a1f51fc0-1305-40ad-b862-6f7163158601,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,9,2,SPD,0c7e38e2-01d9-4d78-8727-da6c85ed9c98,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,9,3,Bündnis 90/Die Grünen,e0cad50a-acc3-4c12-9a03-fefab68794d2,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,9,4,FDP,e9b9611e-816f-4dad-a97d-864c675c4109,4,4,4,4,3,2,3,3.429
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,9,5,Die Linke,b02eaac9-d959-401a-8de8-d0f985f0abe8,4,4,4,4,3,2,4,3.571
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,9,6,AfD,c634d02b-18e8-4b22-826f-f0a7cb30750e,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,10,1,CDU/CSU,dcb983a9-5a3c-4ce0-9f09-04376f24bf72,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,10,2,SPD,0941b4ee-7257-4663-8a35-c975b774e67f,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,10,3,Bündnis 90/Die Grünen,733e7447-4b7f-4430-ba1a-b095a36061b5,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,10,4,FDP,00d23ac4-807a-4922-8d32-e20432e4ad8c,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,10,5,Die Linke,498b1271-88d3-42c7-ae92-b4e7da4cd3bf,4,4,4,4,3,2,4,3.571
runs\experiment\baseline_3\migrationspolitik\run_04_20260706_184618.json,afa324e5-ff39-40d7-95f6-6039172430a3,baseline_3,migrationspolitik,4,10,6,AfD,dc676591-b3d5-42d0-88f6-d555be119479,4,4,3,3,3,2,4,3.286
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,1,1,CDU/CSU,a531eb45-6e42-4461-8377-232a1205b6d2,4,4,4,4,3,1,4,3.429
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,1,2,SPD,6608b380-b36a-44ae-84f7-26163266b27c,4,4,4,4,3,4,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,1,3,Bündnis 90/Die Grünen,c6c89d28-6f40-4a45-974d-961566013c71,4,4,4,4,3,4,5,4.0
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,1,4,FDP,7bb587ae-eef2-49c2-a556-84a5da59cf32,4,4,4,3,3,3,4,3.571
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,1,5,Die Linke,d4641cbd-ea8f-43da-a501-535da9751c07,4,4,4,4,3,3,5,3.857
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,1,6,AfD,e3f0204b-072f-4907-8b22-03061c741817,2,4,3,3,3,2,5,3.143
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,2,1,CDU/CSU,aea2543e-67a8-4564-b81a-72f3fb1e704d,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,2,2,SPD,8608662d-117c-490a-831c-2b26b3a94219,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,2,3,Bündnis 90/Die Grünen,ddeeb4b6-565e-49d8-a1ab-dd7d3e13db65,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,2,4,FDP,cc4d6eb0-0670-49e2-abe3-d36dfcdac189,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,2,5,Die Linke,b9edf64c-e63f-436c-9ddc-bb6aec5ec0ae,4,4,4,4,3,3,5,3.857
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,2,6,AfD,65217753-e1ff-4731-b2e5-7246ca5d4a8d,3,4,4,3,3,2,5,3.429
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,3,1,CDU/CSU,54b6f7b0-0442-46d4-b0fd-7cc7d33a9595,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,3,2,SPD,d8979807-0476-495e-a4e9-5285c35405a1,4,4,4,4,4,3,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,3,3,Bündnis 90/Die Grünen,9cd77f86-f338-4c14-b73f-0c42c7938ad5,4,5,4,4,4,4,4,4.143
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,3,4,FDP,3c86273b-5bcc-4101-a5ee-2ec07d10d6e5,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,3,5,Die Linke,36ea4339-b8db-43f3-9305-f961c51506ac,4,4,4,4,4,3,4,3.857
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,3,6,AfD,ebf73932-5d0f-4c8c-a25f-8a34185c93b5,4,3,4,3,3,2,4,3.286
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,4,1,CDU/CSU,72836238-f272-462d-be34-037aacf1d077,4,4,4,3,3,3,3,3.429
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,4,2,SPD,7be76ba6-7f2e-4ca3-99ee-da1dff9e28b9,4,4,4,4,3,4,3,3.714
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,4,3,Bündnis 90/Die Grünen,736384db-ab02-4df8-b436-909ab6e8c3d1,4,4,3,3,3,2,3,3.143
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,4,4,FDP,5cbbc7ea-01d5-4f72-b1c1-25ce4c3caae5,4,4,4,4,3,3,3,3.571
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,4,5,Die Linke,d4cb6683-5862-4964-899c-ebfc8964adba,4,4,4,4,3,3,4,3.714
runs\experiment\baseline_3\migrationspolitik\run_05_20260706_185120.json,71fc317b-6e73-4f5b-8d0d-e31ce58f0bf0,baseline_3,migrationspolitik,5,4,6,AfD,65c7237d-6a94-415c-b98e-6fa84c842eae,3,4,4,3,3,2,4,3.286
